,course,provider,link,course_length,time_commitment,start_date,current_enrollment,pace,price_£,subject
55,Basic Spanish 1: Getting Started,Universitat Politècnica de València,https://www.edx.org/learn/language/universitat-politecnica-de-valencia-basic-spanish-1-getting-started?index=product&queryID=56822bf2b9a6cd1f3cfae26f44c4ce05&position=8&results_level=second-level-results&term=&objectID=course-b05291d7-fbff-4520-8371-7ffdcda326c4&campaign=Basic+Spanish+1%3A+Getting+Started&source=edX&product_category=course&placement_url=https%3A%2F%2Fwww.edx.org%2Fsearch,7 weeks,4–5 hours per week,Starts Jul 24,604296,Self-paced,22,Communication
56,Justice,Harvard University,https://www.edx.org/learn/justice/harvard-university-justice?index=product&queryID=56822bf2b9a6cd1f3cfae26f44c4ce05&position=9&results_level=second-level-results&term=&objectID=course-b7d37bb2-5f79-4792-89e0-cf5ec68203f9&campaign=Justice&source=edX&product_category=course&placement_url=https%3A%2F%2Fwww.edx.org%2Fsearch,12 weeks,3–6 hours per week,Starts Jul 24,583735,Self-paced,162,Humanities
57,Introduction to Linux,The Linux Foundation,https://www.edx.org/learn/linux/the-linux-foundation-introduction-to-linux?index=product&queryID=56822bf2b9a6cd1f3cfae26f44c4ce05&position=10&results_level=second-level-results&term=&objectID=course-5a631d1c-cb20-4cfc-9b49-1cc9c8fc981e&campaign=Introduction+to+Linux&source=edX&product_category=course&placement_url=https%3A%2F%2Fwww.edx.org%2Fsearch,14 weeks,5–7 hours per week,Starts Jul 24,871507,Self-paced,162,Computer Science
58,Introduction to Cloud Computing,IBM,https://www.edx.org/learn/cloud-computing/ibm-introduction-to-cloud-computing?index=product&queryID=56822bf2b9a6cd1f3cfae26f44c4ce05&position=11&results_level=second-level-results&term=&objectID=course-7a1a677e-be4c-4e1d-9630-2d60323db911&campaign=Introduction+to+Cloud+Computing&source=edX&product_category=course&placement_url=https%3A%2F%2Fwww.edx.org%2Fsearch,3 weeks,2–4 hours per week,Starts Jul 24,102863,Self-paced,38,Computer Science
59,English Grammar and Style,The University of Queensland,https://www.edx.org/learn/grammar/the-university-of-queensland-english-grammar-and-style?index=product&queryID=56822bf2b9a6cd1f3cfae26f44c4ce05&position=12&results_level=second-level-results&term=&objectID=course-c6ad9bb7-cafc-48c8-92e5-5f0900460e66&campaign=English+Grammar+and+Style&source=edX&product_category=course&placement_url=https%3A%2F%2Fwww.edx.org%2Fsearch,8 weeks,3–4 hours per week,Starts Jul 24,802358,Self-paced,100,Humanities
60,The Architectural Imagination,Harvard University,https://www.edx.org/learn/architecture/harvard-university-the-architectural-imagination?index=product&queryID=56822bf2b9a6cd1f3cfae26f44c4ce05&position=13&results_level=second-level-results&term=&objectID=course-8c411679-4105-4de9-8a4c-9c5b3f4a33a6&campaign=The+Architectural+Imagination&source=edX&product_category=course&placement_url=https%3A%2F%2Fwww.edx.org%2Fsearch,10 weeks,3–5 hours per week,Starts Jul 24,571442,Self-paced,193,Architecture
61,Cell Biology: Mitochondria,Harvard University,https://www.edx.org/learn/cellular-biology/harvard-university-cell-biology-mitochondria?index=product&queryID=56822bf2b9a6cd1f3cfae26f44c4ce05&position=14&results_level=second-level-results&term=&objectID=course-9fd3a74d-cf0c-4d0b-b458-6536aeae9f00&campaign=Cell+Biology%3A+Mitochondria&source=edX&product_category=course&placement_url=https%3A%2F%2Fwww.edx.org%2Fsearch,4 weeks,2–4 hours per week,Starts Jul 24,135784,Self-paced,115,Biology & Life Sciences
62,Cybersecurity Basics,IBM,https://www.edx.org/learn/cybersecurity/ibm-cybersecurity-basics?index=product&queryID=56822bf2b9a6cd1f3cfae26f44c4ce05&position=15&results_level=second-level-results&term=&objectID=course-53e0b3db-0712-495f-9ce6-f12045373a5b&campaign=Cybersecurity+Basics&source=edX&product_category=course&placement_url=https%3A%2F%2Fwww.edx.org%2Fsearch,4 weeks,4–8 hours per week,Starts Jul 24,94254,Self-paced,115,Computer Science
63,Calculus Applied!,Harvard University,https://www.edx.org/learn/calculus/harvard-university-calculus-applied?index=product&queryID=56822bf2b9a6cd1f3cfae26f44c4ce05&position=16&results_level=second-level-results&term=&objectID=course-08f162d1-6943-490b-8e0b-ee6fd5ab256e&campaign=Calculus+Applied%21&source=edX&product_category=course&placement_url=https%3A%2F%2Fwww.edx.org%2Fsearch,10 weeks,3–6 hours per week,Starts Jul 24,154239,Self-paced,0,Math
64,Digital Marketing Strategy,The University of Edinburgh,https://www.edx.org/learn/digital-marketing/the-university-of-edinburgh-digital-marketing-strategy?index=product&queryID=56822bf2b9a6cd1f3cfae26f44c4ce05&position=17&results_level=second-level-results&term=&objectID=course-5e2ea83a-3ec3-4461-86ab-94d17ab0c3f0&campaign=Digital+Marketing+Strategy&source=edX&product_category=course&placement_url=https%3A%2F%2Fwww.edx.org%2Fsearch,8 weeks,4–6 hours per week,Starts Jul 24,114801,Self-paced,115,Business & Management
65,Statistics and R,Harvard University,https://www.edx.org/learn/r-programming/harvard-university-statistics-and-r?index=product&queryID=56822bf2b9a6cd1f3cfae26f44c4ce05&position=18&results_level=second-level-results&term=&objectID=course-94796bd2-6c39-4189-96ac-fce68e613c57&campaign=Statistics+and+R&source=edX&product_category=course&placement_url=https%3A%2F%2Fwww.edx.org%2Fsearch,4 weeks,2–4 hours per week,Starts Jul 24,464996,Self-paced,169,Data Analysis & Statistics
66,Leaders of Learning,Harvard University,https://www.edx.org/learn/leadership/harvard-university-leaders-of-learning?index=product&queryID=56822bf2b9a6cd1f3cfae26f44c4ce05&position=19&results_level=second-level-results&term=&objectID=course-9174e129-e6f3-4bc8-8a12-ea286d670e71&campaign=Leaders+of+Learning&source=edX&product_category=course&placement_url=https%3A%2F%2Fwww.edx.org%2Fsearch,10 weeks,2–4 hours per week,Starts Jul 24,366492,Self-paced,162,Communication
67,Introduction to Prompt Engineering,IBM,https://www.edx.org/learn/artificial-intelligence/ibm-introduction-to-prompt-engineering?index=product&queryID=56822bf2b9a6cd1f3cfae26f44c4ce05&position=20&results_level=second-level-results&term=&objectID=course-65ecb868-e9bf-41e6-a345-46c90fd968ea&campaign=Introduction+to+Prompt+Engineering&source=edX&product_category=course&placement_url=https%3A%2F%2Fwww.edx.org%2Fsearch,3 weeks,1–3 hours per week,Starts Jul 24,14574,Self-paced,38,Computer Science
68,Machine Learning and AI with Python,Harvard University,https://www.edx.org/learn/machine-learning/harvard-university-machine-learning-and-ai-with-python?index=product&queryID=56822bf2b9a6cd1f3cfae26f44c4ce05&position=21&results_level=second-level-results&term=&objectID=course-1dc2b7e4-21ab-4c39-9da0-1784d3321948&campaign=Machine+Learning+and+AI+with+Python&source=edX&product_category=course&placement_url=https%3A%2F%2Fwww.edx.org%2Fsearch,6 weeks,4–5 hours per week,Starts Jul 24,16813,Self-paced,231,Data Analysis & Statistics
69,Financial Accounting and Analysis,Indian Institute of Management Bangalore,https://www.edx.org/learn/financial-accounting/indian-institute-of-management-bangalore-financial-accounting-and-analysis?index=product&queryID=56822bf2b9a6cd1f3cfae26f44c4ce05&position=22&results_level=second-level-results&term=&objectID=course-6e2a897c-0899-4822-a734-cca41703105b&campaign=Financial+Accounting+and+Analysis&source=edX&product_category=course&placement_url=https%3A%2F%2Fwww.edx.org%2Fsearch,6 weeks,4–5 hours per week,Starts Jul 24,35007,Self-paced,39,Business & Management
70,The Path to Happiness: What Chinese Philosophy Teaches us about the Good Life,Harvard University,https://www.edx.org/learn/happiness/harvard-university-the-path-to-happiness-what-chinese-philosophy-teaches-us-about-the-good-life?index=product&queryID=56822bf2b9a6cd1f3cfae26f44c4ce05&position=23&results_level=second-level-results&term=&objectID=course-30bf5a48-c40b-49ae-86d9-0a7cd75ae56e&campaign=The+Path+to+Happiness%3A+What+Chinese+Philosophy+Teaches+us+about+the+Good+Life&source=edX&product_category=course&placement_url=https%3A%2F%2Fwww.edx.org%2Fsearch,13 weeks,1–2 hours per week,Starts Jul 24,131998,Self-paced,115,Philosophy & Ethics
71,Circuits and Electronics 1: Basic Circuit Analysis,Massachusetts Institute of Technology,https://www.edx.org/learn/circuits/massachusetts-institute-of-technology-circuits-and-electronics-1-basic-circuit-analysis?index=product&queryID=56822bf2b9a6cd1f3cfae26f44c4ce05&position=24&results_level=second-level-results&term=&objectID=course-8f9c73ef-73f5-45dd-aca1-7dad3696f743&campaign=Circuits+and+Electronics+1%3A+Basic+Circuit+Analysis&source=edX&product_category=course&placement_url=https%3A%2F%2Fwww.edx.org%2Fsearch,5 weeks,5–7 hours per week,Starts Jul 24,137341,Self-paced,146,Electronics
72,Analyzing and Visualizing Data with Power BI,Davidson College,https://www.edx.org/learn/power-bi/davidson-college-analyzing-and-visualizing-data-with-power-bi?index=product&queryID=24167739c8284ac631b83d4a6f93c494&position=1&results_level=second-level-results&term=&objectID=course-aad55b53-a751-4e24-840e-131a3e9ba466&campaign=Analyzing+and+Visualizing+Data+with+Power+BI&source=edX&product_category=course&placement_url=https%3A%2F%2Fwww.edx.org%2Fsearch,4 weeks,10–20 hours per week,Starts Jul 24,155741,Self-paced,193,Data Analysis & Statistics
73,Introduction to Data Science,IBM,https://www.edx.org/learn/data-science/ibm-introduction-to-data-science?index=product&queryID=24167739c8284ac631b83d4a6f93c494&position=2&results_level=second-level-results&term=&objectID=course-9bd10bfb-a8cd-4907-a26d-37fe3ea74919&campaign=Introduction+to+Data+Science&source=edX&product_category=course&placement_url=https%3A%2F%2Fwww.edx.org%2Fsearch,6 weeks,3–6 hours per week,Starts Jul 24,162225,Self-paced,77,Data Analysis & Statistics
74,Introduction to Probability,Harvard University,https://www.edx.org/learn/probability/harvard-university-introduction-to-probability?index=product&queryID=24167739c8284ac631b83d4a6f93c494&position=3&results_level=second-level-results&term=&objectID=course-39b62e2f-9859-4a01-9491-265d28e2c46d&campaign=Introduction+to+Probability&source=edX&product_category=course&placement_url=https%3A%2F%2Fwww.edx.org%2Fsearch,10 weeks,5–10 hours per week,Starts Jul 24,186380,Self-paced,162,Data Analysis & Statistics
75,Foundations of Finance,University of Cambridge,https://www.edx.org/learn/finance/university-of-cambridge-foundations-of-finance?index=product&queryID=24167739c8284ac631b83d4a6f93c494&position=4&results_level=second-level-results&term=&objectID=course-4b284afd-836e-4c53-b28e-6431a49f3d21&campaign=Foundations+of+Finance&source=edX&product_category=course&placement_url=https%3A%2F%2Fwww.edx.org%2Fsearch,5 weeks,3–5 hours per week,Starts Jul 24,69367,Self-paced,231,Economics & Finance
76,Data Science: Visualization,Harvard University,https://www.edx.org/learn/data-visualization/harvard-university-data-science-visualization?index=product&queryID=24167739c8284ac631b83d4a6f93c494&position=5&results_level=second-level-results&term=&objectID=course-b4072f23-f746-43a1-9819-8e3d8b066f38&campaign=Data+Science%3A+Visualization&source=edX&product_category=course&placement_url=https%3A%2F%2Fwww.edx.org%2Fsearch,8 weeks,1–2 hours per week,Starts Jul 24,285899,Self-paced,169,Data Analysis & Statistics
77,Databases: Relational Databases and SQL,Stanford University,https://www.edx.org/learn/relational-databases/stanford-university-databases-relational-databases-and-sql?index=product&queryID=24167739c8284ac631b83d4a6f93c494&position=6&results_level=second-level-results&term=&objectID=course-7248ea90-dad7-4b7d-b4f3-946ed6eae5e3&campaign=Databases%3A+Relational+Databases+and+SQL&source=edX&product_category=course&placement_url=https%3A%2F%2Fwww.edx.org%2Fsearch,2 weeks,8–10 hours per week,Starts Jul 24,117022,Self-paced,53,Computer Science
78,Statistical Learning with Python,Stanford University,https://www.edx.org/learn/python/stanford-university-statistical-learning-with-python?index=product&queryID=24167739c8284ac631b83d4a6f93c494&position=7&results_level=second-level-results&term=&objectID=course-e2c8487f-5a70-4643-86e9-07e240059d6f&campaign=Statistical+Learning+with+Python&source=edX&product_category=course&placement_url=https%3A%2F%2Fwww.edx.org%2Fsearch,11 weeks,3–5 hours per week,Starts Jul 24,15031,Self-paced,144,Data Analysis & Statistics
79,Introduction to Biology - The Secret of Life,Massachusetts Institute of Technology,https://www.edx.org/learn/biology/massachusetts-institute-of-technology-introduction-to-biology-the-secret-of-life?index=product&queryID=24167739c8284ac631b83d4a6f93c494&position=8&results_level=second-level-results&term=&objectID=course-389d5e5e-7679-467e-b5bb-b21c9c86ca1f&campaign=Introduction+to+Biology+-+The+Secret+of+Life&source=edX&product_category=course&placement_url=https%3A%2F%2Fwww.edx.org%2Fsearch,16 weeks,5–10 hours per week,Started Jul 9,230545,Instructor-paced,116,Biology & Life Sciences
80,Fundamentals of Digital Marketing,"The University of Maryland, College Park University System of Maryland",https://www.edx.org/learn/digital-marketing/the-university-of-maryland-college-park-fundamentals-of-digital-marketing?index=product&queryID=24167739c8284ac631b83d4a6f93c494&position=9&results_level=second-level-results&term=&objectID=course-37e67dee-6b18-4cc2-a489-247eb377fc71&campaign=Fundamentals+of+Digital+Marketing&source=edX&product_category=course&placement_url=https%3A%2F%2Fwww.edx.org%2Fsearch,4 weeks,3–5 hours per week,Starts Jul 24,62794,Self-paced,154,Business & Management
81,A Hands-on Introduction to Engineering Simulations,Cornell University,https://www.edx.org/learn/engineering/cornell-university-a-hands-on-introduction-to-engineering-simulations?index=product&queryID=24167739c8284ac631b83d4a6f93c494&position=10&results_level=second-level-results&term=&objectID=course-90a15103-767d-42ca-ba2f-6f4c892d6f4c&campaign=A+Hands-on+Introduction+to+Engineering+Simulations&source=edX&product_category=course&placement_url=https%3A%2F%2Fwww.edx.org%2Fsearch,6 weeks,4–6 hours per week,Starts Jul 24,292070,Self-paced,154,Engineering
82,Upper-Intermediate English: Business and Modern Life,Universitat Politècnica de València,https://www.edx.org/learn/english/universitat-politecnica-de-valencia-upper-intermediate-english-business-and-modern-life?index=product&queryID=24167739c8284ac631b83d4a6f93c494&position=11&results_level=second-level-results&term=&objectID=course-c7396192-c639-4cc5-9d37-0722d44a7138&campaign=Upper-Intermediate+English%3A+Business+and+Modern+Life&source=edX&product_category=course&placement_url=https%3A%2F%2Fwww.edx.org%2Fsearch,4 weeks,3–5 hours per week,Starts Jul 24,156841,Self-paced,30,Language
83,Critical Thinking & Problem Solving,Rochester Institute of Technology,https://www.edx.org/learn/critical-thinking-skills/rochester-institute-of-technology-critical-thinking-problem-solving?index=product&queryID=24167739c8284ac631b83d4a6f93c494&position=12&results_level=second-level-results&term=&objectID=course-772eb266-036a-4248-ac03-c3c0bac56c70&campaign=Critical+Thinking+%26+Problem+Solving&source=edX&product_category=course&placement_url=https%3A%2F%2Fwww.edx.org%2Fsearch,3 weeks,4–6 hours per week,Starts Jul 24,50274,Self-paced,154,Communication
84,Java Programming Fundamentals,Universidad Galileo,https://www.edx.org/learn/java/universidad-galileo-java-programming-fundamentals?index=product&queryID=24167739c8284ac631b83d4a6f93c494&position=13&results_level=second-level-results&term=&objectID=course-dad58c2c-6335-4d9c-ad02-22d604855bfc&campaign=Java+Programming+Fundamentals&source=edX&product_category=course&placement_url=https%3A%2F%2Fwww.edx.org%2Fsearch,5 weeks,8–10 hours per week,Starts Jul 24,39558,Self-paced,30,Engineering
85,HTML5 and CSS Fundamentals,The World Wide Web Consortium (W3C),https://www.edx.org/learn/css/the-world-wide-web-consortium-w3c-html5-and-css-fundamentals?index=product&queryID=24167739c8284ac631b83d4a6f93c494&position=14&results_level=second-level-results&term=&objectID=course-1a666720-9507-4ea7-992e-8a956c83d775&campaign=HTML5+and+CSS+Fundamentals&source=edX&product_category=course&placement_url=https%3A%2F%2Fwww.edx.org%2Fsearch,6 weeks,4–6 hours per week,Starts Jul 24,413579,Self-paced,193,Computer Science
