,course,provider,link,course_length,time_commitment,start_date,current_enrollment,pace,price,subject
297,"Climate Change:
Carbon Capture and
Storage",The University of Edinburgh,https://www.edx.org/learn/climate-change/the-university-of-edinburgh-climate-change-carbon-capture-and-storage?index=product&queryID=bfb2ad8eec312cca8694e31cfd184552&position=10&results_level=second-level-results&term=&objectID=course-07721e0e-0ba7-45ad-b82b-1b6abdcb9dba&campaign=Climate+Change%3A+Carbon+Capture+and+Storage&source=edX&product_category=course&placement_url=https%3A%2F%2Fwww.edx.org%2Fsearch,5 weeks,2–3 hours per week,Starts Jul 27,34265,Self-paced,£38,Engineering
298,"Introduction to
Marketing",The University of Edinburgh,https://www.edx.org/learn/marketing/the-university-of-edinburgh-introduction-to-marketing?index=product&queryID=bfb2ad8eec312cca8694e31cfd184552&position=11&results_level=second-level-results&term=&objectID=course-0519bd05-2fe5-4f93-946b-76b83d112502&campaign=Introduction+to+Marketing&source=edX&product_category=course&placement_url=https%3A%2F%2Fwww.edx.org%2Fsearch,6 weeks,2–3 hours per week,Starts Jul 27,100089,Self-paced,£116,Business & Management
299,"Getting Started with
Data Analytics on
AWS",Amazon Web Services,https://www.edx.org/learn/data-analysis/amazon-web-services-getting-started-with-data-analytics-on-aws?index=product&queryID=bfb2ad8eec312cca8694e31cfd184552&position=12&results_level=second-level-results&term=&objectID=course-286fcdd2-6d93-444d-a038-c67c054a8c7f&campaign=Getting+Started+with+Data+Analytics+on+AWS&source=edX&product_category=course&placement_url=https%3A%2F%2Fwww.edx.org%2Fsearch,1 weeks,1–4 hours per week,Starts Jul 27,11475,Self-paced,£46,Data Analysis & Statistics
300,"AI Chatbots without
Programming",IBM,https://www.edx.org/learn/chatbots/ibm-ai-chatbots-without-programming?index=product&queryID=bfb2ad8eec312cca8694e31cfd184552&position=13&results_level=second-level-results&term=&objectID=course-0cdf5a20-c4f2-4384-90c6-a527ef67dd39&campaign=AI+Chatbots+without+Programming&source=edX&product_category=course&placement_url=https%3A%2F%2Fwww.edx.org%2Fsearch,2 weeks,2–4 hours per week,Starts Jul 27,55579,Self-paced,£77,Computer Science
301,"Introduction to
DevOps and Site
Reliability Engineering",The Linux Foundation,https://www.edx.org/learn/devops/the-linux-foundation-introduction-to-devops-and-site-reliability-engineering?index=product&queryID=bfb2ad8eec312cca8694e31cfd184552&position=14&results_level=second-level-results&term=&objectID=course-55fee42c-4594-4060-8407-9b37ed89779d&campaign=Introduction+to+DevOps+and+Site+Reliability+Engineering&source=edX&product_category=course&placement_url=https%3A%2F%2Fwww.edx.org%2Fsearch,10 weeks,1–2 hours per week,Starts Jul 27,38100,Self-paced,£162,Computer Science
302,"Excel: gestión de
datos",Universitat Politècnica de V…,https://www.edx.org/learn/excel/universitat-politecnica-de-valencia-excel-gestion-de-datos?index=product&queryID=bfb2ad8eec312cca8694e31cfd184552&position=15&results_level=second-level-results&term=&objectID=course-f9fafce0-511b-40b2-ad6a-911477f14d97&campaign=Excel%3A+gesti%C3%B3n+de+datos&source=edX&product_category=course&placement_url=https%3A%2F%2Fwww.edx.org%2Fsearch,6 weeks,4–6 hours per week,Starts Jul 27,160876,Self-paced,£54,Computer Science
303,"Justice Today: Money,
Markets, and Morals",Harvard University,https://www.edx.org/learn/justice/harvard-university-justice-today-money-markets-and-morals?index=product&queryID=bfb2ad8eec312cca8694e31cfd184552&position=16&results_level=second-level-results&term=&objectID=course-b3b88519-36a3-44cb-8e0c-25c92cd1c998&campaign=Justice+Today%3A+Money%2C+Markets%2C+and+Morals&source=edX&product_category=course&placement_url=https%3A%2F%2Fwww.edx.org%2Fsearch,8 weeks,2–4 hours per week,Starts Jul 27,39058,Self-paced,£116,Humanities
304,"Introduction to
Blockchain and Web3",Web3 Foundation,https://www.edx.org/learn/blockchain/web3-foundation-introduction-to-blockchain-and-web3?index=product&queryID=bfb2ad8eec312cca8694e31cfd184552&position=17&results_level=second-level-results&term=&objectID=course-90c23fbb-64e6-46bd-b2ff-84c9c298b59c&campaign=Introduction+to+Blockchain+and+Web3&source=edX&product_category=course&placement_url=https%3A%2F%2Fwww.edx.org%2Fsearch,6 weeks,2–3 hours per week,Starts Jul 27,11157,Self-paced,£46,Computer Science
305,"Google AI for
JavaScript developers
with TensorFlow.js",Google,https://www.edx.org/learn/javascript/google-google-ai-for-javascript-developers-with-tensorflow-js?index=product&queryID=bfb2ad8eec312cca8694e31cfd184552&position=18&results_level=second-level-results&term=&objectID=course-57628f22-de2a-4cd6-ad37-17a7139ca3ff&campaign=Google+AI+for+JavaScript+developers+with+TensorFlow.js&source=edX&product_category=course&placement_url=https%3A%2F%2Fwww.edx.org%2Fsearch,7 weeks,3–4 hours per week,Starts Jul 27,18564,Self-paced,£232,Computer Science
306,"Modern Masterpieces
of World Literature",Harvard University,https://www.edx.org/learn/literature/harvard-university-modern-masterpieces-of-world-literature?index=product&queryID=bfb2ad8eec312cca8694e31cfd184552&position=19&results_level=second-level-results&term=&objectID=course-18833403-d3a4-4b16-9c28-271748847951&campaign=Modern+Masterpieces+of+World+Literature&source=edX&product_category=course&placement_url=https%3A%2F%2Fwww.edx.org%2Fsearch,8 weeks,3–6 hours per week,Starts Jul 27,84261,Self-paced,£162,Literature
307,"Basic Spanish 2: One
Step Further",Universitat Politècnica de V…,https://www.edx.org/learn/spanish/universitat-politecnica-de-valencia-basic-spanish-2-one-step-further?index=product&queryID=bfb2ad8eec312cca8694e31cfd184552&position=20&results_level=second-level-results&term=&objectID=course-a3f40d71-9a62-489a-8221-d43d6506a232&campaign=Basic+Spanish+2%3A+One+Step+Further&source=edX&product_category=course&placement_url=https%3A%2F%2Fwww.edx.org%2Fsearch,4 weeks,4–5 hours per week,Starts Jul 27,102368,Self-paced,£30,Language
308,"Machine Learning
Fundamentals","The University of California,…",https://www.edx.org/learn/machine-learning/the-university-of-california-san-diego-machine-learning-fundamentals?index=product&queryID=bfb2ad8eec312cca8694e31cfd184552&position=21&results_level=second-level-results&term=&objectID=course-ac499cd6-a3ac-4a5f-a307-bb28ea318de1&campaign=Machine+Learning+Fundamentals&source=edX&product_category=course&placement_url=https%3A%2F%2Fwww.edx.org%2Fsearch,10 weeks,8–10 hours per week,Starts Jul 27,99717,Self-paced,£272,Data Analysis & Statistics
309,"Python for AI &
Development Project",IBM,https://www.edx.org/learn/python/ibm-python-for-ai-development-project?index=product&queryID=bfb2ad8eec312cca8694e31cfd184552&position=22&results_level=second-level-results&term=&objectID=course-b5f62d16-ac55-4b5f-ab39-d19dc635d158&campaign=Python+for+AI+%26+Development+Project&source=edX&product_category=course&placement_url=https%3A%2F%2Fwww.edx.org%2Fsearch,1 weeks,3–4 hours per week,Starts Jul 27,12266,Self-paced,£23,Data Analysis & Statistics
310,"Gestión ágil de
proyectos",Pontificia Universidad Javer…,https://www.edx.org/learn/agile-project-management/pontificia-universidad-javeriana-gestion-agil-de-proyectos?index=product&queryID=bfb2ad8eec312cca8694e31cfd184552&position=23&results_level=second-level-results&term=&objectID=course-e2c39c4a-8324-4004-abb3-b00967a0281c&campaign=Gesti%C3%B3n+%C3%A1gil+de+proyectos&source=edX&product_category=course&placement_url=https%3A%2F%2Fwww.edx.org%2Fsearch,5 weeks,4–5 hours per week,Starts Jul 27,25140,Self-paced,£35,Business & Management
311,"Understanding the
TOEFL Essentials Test",Educational Testing Service,https://www.edx.org/learn/test-prep/educational-testing-service-understanding-the-toefl-essentials-test?index=product&queryID=bfb2ad8eec312cca8694e31cfd184552&position=24&results_level=second-level-results&term=&objectID=course-86327b04-f5d2-4a09-ab96-2e0278a7a493&campaign=Understanding+the+TOEFL+Essentials+Test&source=edX&product_category=course&placement_url=https%3A%2F%2Fwww.edx.org%2Fsearch,6 weeks,1–3 hours per week,Starts Jul 27,24657,Self-paced,£38,Communication
312,"From Poverty to
Prosperity:
Understanding Econ…",University of Oxford,https://www.edx.org/learn/economics/university-of-oxford-from-poverty-to-prosperity-understanding-economic-development?index=product&queryID=d6582c252d53153b92aae15bdf2a29da&position=1&results_level=second-level-results&term=&objectID=course-15cac8c7-9173-40c6-9840-fa4b7ab703b3&campaign=From+Poverty+to+Prosperity%3A+Understanding+Economic+Development&source=edX&product_category=course&placement_url=https%3A%2F%2Fwww.edx.org%2Fsearch,6 weeks,2–3 hours per week,Starts Jul 27,132260,Self-paced,£193,Social Sciences
313,"Macroeconometric
Forecasting",The International Monetary…,https://www.edx.org/learn/macroeconometric-forecasting/the-international-monetary-fund-macroeconometric-forecasting?index=product&queryID=d6582c252d53153b92aae15bdf2a29da&position=2&results_level=second-level-results&term=&objectID=course-d59b1a00-52a2-499a-b4b0-ade02e78c117&campaign=Macroeconometric+Forecasting&source=edX&product_category=course&placement_url=https%3A%2F%2Fwww.edx.org%2Fsearch,8 weeks,5–6 hours per week,Starts Jul 27,93164,Self-paced,£19,Economics & Finance
314,"Analytics for Decision
Making",Babson College,https://www.edx.org/learn/decision-making/babson-college-analytics-for-decision-making?index=product&queryID=d6582c252d53153b92aae15bdf2a29da&position=3&results_level=second-level-results&term=&objectID=course-00169f68-ff4b-4621-a741-25ba70c98482&campaign=Analytics+for+Decision+Making&source=edX&product_category=course&placement_url=https%3A%2F%2Fwww.edx.org%2Fsearch,4 weeks,4–6 hours per week,Starts Jul 27,41814,Self-paced,£240,Business & Management
315,"Circuits and
Electronics 2:
Amplification, Speed…",Massachusetts Institute of…,https://www.edx.org/learn/circuits/massachusetts-institute-of-technology-circuits-and-electronics-2-amplification-speed-and-delay?index=product&queryID=d6582c252d53153b92aae15bdf2a29da&position=4&results_level=second-level-results&term=&objectID=course-f6623bd8-ea35-42b2-880c-77a2f9c744b0&campaign=Circuits+and+Electronics+2%3A+Amplification%2C+Speed%2C+and+Delay&source=edX&product_category=course&placement_url=https%3A%2F%2Fwww.edx.org%2Fsearch,5 weeks,7–9 hours per week,Starts Jul 27,24502,Self-paced,£147,Electronics
316,"Hello (Real) World
with ROS – Robot
Operating System",Delft University of Technolo…,https://www.edx.org/learn/robotics/delft-university-of-technology-hello-real-world-with-ros-robot-operating-system?index=product&queryID=d6582c252d53153b92aae15bdf2a29da&position=5&results_level=second-level-results&term=&objectID=course-54c2620f-ace4-4d32-809d-69ff203aa38b&campaign=Hello+%28Real%29+World+with+ROS+%E2%80%93+Robot+Operating+System&source=edX&product_category=course&placement_url=https%3A%2F%2Fwww.edx.org%2Fsearch,7 weeks,8–12 hours per week,Starts Jul 27,36243,Self-paced,£108,Engineering
317,"Collaborative Data
Science for
Healthcare",Massachusetts Institute of…,https://www.edx.org/learn/data-science/massachusetts-institute-of-technology-collaborative-data-science-for-healthcare?index=product&queryID=d6582c252d53153b92aae15bdf2a29da&position=6&results_level=second-level-results&term=&objectID=course-be6f00d4-5047-459e-8249-954e2526f68a&campaign=Collaborative+Data+Science+for+Healthcare&source=edX&product_category=course&placement_url=https%3A%2F%2Fwww.edx.org%2Fsearch,12 weeks,2–3 hours per week,Starts Jul 27,15666,Self-paced,£38,Data Analysis & Statistics
318,"AI Prompt Engineering
for Beginners",Davidson College,https://www.edx.org/learn/artificial-intelligence/davidson-college-ai-prompt-engineering-for-beginners?index=product&queryID=d6582c252d53153b92aae15bdf2a29da&position=7&results_level=second-level-results&term=&objectID=course-f15cd6dd-c9fc-4d73-8da8-83cc8f4c94bd&campaign=AI+Prompt+Engineering+for+Beginners&source=edX&product_category=course&placement_url=https%3A%2F%2Fwww.edx.org%2Fsearch,1 weeks,1–3 hours per week,Starts Jul 27,6819,Self-paced,£30,Computer Science
319,"Introduction to
Aerospace Structures
and Materials",Delft University of Technolo…,https://www.edx.org/learn/aeronautical-engineering/delft-university-of-technology-introduction-to-aerospace-structures-and-materials?index=product&queryID=d6582c252d53153b92aae15bdf2a29da&position=8&results_level=second-level-results&term=&objectID=course-95a3e201-e0dc-4602-99f7-3e061b71d672&campaign=Introduction+to+Aerospace+Structures+and+Materials&source=edX&product_category=course&placement_url=https%3A%2F%2Fwww.edx.org%2Fsearch,8 weeks,6–8 hours per week,Starts Jul 27,61562,Self-paced,£108,Engineering
320,Introducción a Linux,"The Linux Foundation
Universitat Politècnica de V…",https://www.edx.org/learn/linux/the-linux-foundation-introduccion-a-linux?index=product&queryID=d6582c252d53153b92aae15bdf2a29da&position=9&results_level=second-level-results&term=&objectID=course-9efb5a34-0460-4fb3-b08d-9b0f7392765c&campaign=Introducci%C3%B3n+a+Linux&source=edX&product_category=course&placement_url=https%3A%2F%2Fwww.edx.org%2Fsearch,14 weeks,5–7 hours per week,Starts Jul 27,29533,Self-paced,£54,Computer Science
321,"Financial
Programming and
Policies, Part 1: Macr…",The International Monetary…,https://www.edx.org/learn/finance/the-international-monetary-fund-financial-programming-and-policies-part-1-macroeconomic-accounts-analysis?index=product&queryID=d6582c252d53153b92aae15bdf2a29da&position=10&results_level=second-level-results&term=&objectID=course-d9a36013-a7f0-446b-9be0-39ac52c45570&campaign=Financial+Programming+and+Policies%2C+Part+1%3A+Macroeconomic+Accounts+%26+Analysis&source=edX&product_category=course&placement_url=https%3A%2F%2Fwww.edx.org%2Fsearch,6 weeks,5–6 hours per week,Starts Jul 27,47833,Self-paced,£19,Economics & Finance
322,"Robotics Foundations
I - Robot Modeling",Università degli Studi di Na…,https://www.edx.org/learn/robotics/universita-degli-studi-di-napoli-federico-ii-robotics-foundations-i-robot-modeling?index=product&queryID=d6582c252d53153b92aae15bdf2a29da&position=11&results_level=second-level-results&term=&objectID=course-37872e32-0eae-4749-9340-edef0aa94546&campaign=Robotics+Foundations+I+-+Robot+Modeling&source=edX&product_category=course&placement_url=https%3A%2F%2Fwww.edx.org%2Fsearch,8 weeks,8–10 hours per week,Starts Jul 27,25997,Self-paced,£43,Engineering
323,Super-Earths and Life,Harvard University,https://www.edx.org/learn/astronomy/harvard-university-super-earths-and-life?index=product&queryID=d6582c252d53153b92aae15bdf2a29da&position=12&results_level=second-level-results&term=&objectID=course-2b375f3f-4498-4130-b7ec-1d6a1b03ffc5&campaign=Super-Earths+and+Life&source=edX&product_category=course&placement_url=https%3A%2F%2Fwww.edx.org%2Fsearch,15 weeks,3–5 hours per week,Starts Jul 27,144687,Self-paced,£116,Physics
324,"Embedded Systems
Essentials with Arm:
Get Practical with Ha…",Arm Education,https://www.edx.org/learn/embedded-systems/arm-education-embedded-systems-essentials-with-arm-get-practical-with-hardware?index=product&queryID=d6582c252d53153b92aae15bdf2a29da&position=13&results_level=second-level-results&term=&objectID=course-d821159b-4ea0-4a16-ac46-4d8a0d1455da&campaign=Embedded+Systems+Essentials+with+Arm%3A+Get+Practical+with+Hardware&source=edX&product_category=course&placement_url=https%3A%2F%2Fwww.edx.org%2Fsearch,10 weeks,3–6 hours per week,Starts Jul 27,11442,Self-paced,£77,Computer Science
325,"A-level Mathematics
for Year 12 - Course 1:
Algebraic Methods,…",Imperial College London,https://www.edx.org/learn/math/imperial-college-london-a-level-mathematics-for-year-12-course-1-algebraic-methods-graphs-and-applied-mathematics-methods?index=product&queryID=d6582c252d53153b92aae15bdf2a29da&position=14&results_level=second-level-results&term=&objectID=course-37a24f56-f624-41f2-859f-fda43f451e54&campaign=A-level+Mathematics+for+Year+12+-+Course+1%3A+Algebraic+Methods%2C+Graphs+and+Applied+Mathematics+Methods&source=edX&product_category=course&placement_url=https%3A%2F%2Fwww.edx.org%2Fsearch,7 weeks,2–4 hours per week,Starts Jul 27,61137,Self-paced,£54,Math
